Name, Population,Median Household Income,"Housing, Median Value Owner Households ($)","Percentage: Education Attainment, Bachelor's Degree]","Housing, Median Rent ($)","Percentage: Employment, Public Transportation to Work",Percentage: White Non-Hispanic Population," Housing, Units","Percentage: Housing, Renter Occupied","Percentage: Housing, Occupied Structure w/ 3-4 Units","Percentage: Housing, Occupied Structure w/ 5+ Units",Percentage: Households w/ 3 Vehicles,Percentage: Households w/ 4+ Vehicles,"Percentage: Families, Married w/ Children Under 18, 2010"," Total Households, 2010",Year,,,," Total Households, 2011"," Total Households, 2012"," Total Households, 2013"," Total Households, 2014"," Total Households, 2015"," Total Households, 2016"," Total Households, 2020"
"BG0041002, King County, WA",1666,163253,826786,42.3913,953,5.2503,83.5534,688,7.7044,0,4.7965,12.4214,4.0881,34.4902,657,2010,,,,,,,,,,
"BG0041003, King County, WA",1461,211949,1000000,50.9434,982,13.0106,89.2539,512,7.8313,0,0,12.4498,4.0161,48.4919,653,2010,,,,,,,,,,
"BG0041004, King County, WA",1219,87250,501877,50.2362,1332,18.4348,82.7728,618,54.191,24.9191,10.8415,12.4756,4.0936,76.4398,650,2010,,,,,,,,,,
"BG0041005, King County, WA",1120,72794,843447,35.9155,823,10.1392,75.7143,438,41.3876,0,26.7123,12.4402,4.067,42.616,650,2010,,,,,,,,,,
"BG0041006, King County, WA",881,217782,1000000,38.7255,0,0,90.3519,330,0,0,0,12.4204,4.1401,60.1351,650,2010,,,,,,,,,,
"BG0042001, King County, WA",1579,113322,625988,46.696,902,11.5202,85.6871,705,27.2864,4.9645,8.7944,16.1919,3.4483,42.7646,649,2010,,,,,,,,,,
"BG0042002, King County, WA",1632,83010,561776,38.4071,1231,15.3098,66.8505,664,25.8567,8.1325,7.0783,16.0436,3.5826,43.6409,648,2010,,,,,,,,,,
"BG0042003, King County, WA",1517,86859,489640,56.1685,1163,25.0567,76.4667,716,47.9228,6.8436,17.3185,16.0237,3.7092,53.6,647,2010,,,,,,,,,,
"BG0042004, King County, WA",1485,88855,459127,43.4,1043,16.7824,84.6465,621,25.5068,3.3816,9.5009,16.0473,3.7162,28.2511,646,2010,,,,,,,,,,
"BG0042005, King County, WA",1405,112313,618902,48.2966,837,17.3077,83.8434,579,22.9537,0.8636,5.8721,16.0142,3.5587,39.1304,646,2010,,,,,,,,,,
"BG0043011, King County, WA",1219,43203,401216,30.7159,845,22.1154,60.9516,514,77.8947,5.2529,65.5643,5.0526,4.2105,64.0351,645,2010,,,,,,,,,,
"BG0043012, King County, WA",1208,99561,474667,40.4229,726,9.0444,81.6225,518,34.5528,1.1583,18.1468,5.0813,4.2683,52.4345,642,2010,,,,,,,,,,
"BG0043013, King County, WA",1104,101563,620370,20.479,2000,22.2826,85.4167,508,52.5988,0,39.9606,5.1975,4.158,38.5057,642,2010,,,,,,,,,,
"BG0043021, King County, WA",1986,20562,300000,37.2493,829,19.3299,69.7382,744,94.7674,9.0054,76.7473,4.9419,4.0698,0,642,2010,,,,,,,,,,
"BG0043022, King County, WA",1532,22375,592105,27.7865,817,19.6629,65.0131,904,94.2999,1.5487,78.761,5.0806,4.0892,9.0164,642,2010,,,,,,,,,,
"BG0044001, King County, WA",1253,114489,623529,39.3162,693,22.063,83.1604,509,30.8793,0,18.4676,5.9305,4.908,50.7194,641,2010,,,,,,,,,,
"BG0044002, King County, WA",1633,60769,577465,41.4583,675,25.8291,75.6277,779,64.1304,2.3107,48.6521,5.8424,5.0272,47.6596,640,2010,,,,,,,,,,
"BG0044003, King County, WA",1609,108696,668548,35.014,861,28.9448,75.637,489,56.2761,0,34.9693,5.8577,5.0209,29.1667,639,2010,,,,,,,,,,
"BG0044004, King County, WA",1765,29835,461538,28.3117,763,19.5841,63.9093,932,95.6019,9.3348,74.3562,5.9028,5.0926,8.9744,639,2010,,,,,,,,,,
"BG0045001, King County, WA",1078,88816,478226,36.5964,1380,32.3077,78.8497,395,40.9449,0,10.3798,11.0236,9.7113,37.9679,639,2010,,,,,,,,,,
"BG0045002, King County, WA",1598,95175,572917,31.1281,1515,17.8218,85.607,643,40.1929,4.8212,0,10.9325,9.6463,37.2549,638,2010,,,,,,,,,,
"BG0046001, King County, WA",1078,124250,650862,36.0526,998,4.9254,84.9722,501,28.9079,0,7.984,5.9957,4.9251,50,636,2010,,,,,,,,,,
"BG0046002, King County, WA",1309,101059,571429,49.0839,925,9.6415,86.3254,616,38.3585,0,25.974,6.0302,5.0251,42.2642,636,2010,,,,,,,,,,
"BG0046003, King County, WA",864,94355,577073,28.7781,1385,11.215,84.2593,348,10.8187,2.0115,2.8736,5.848,4.9708,34.4538,633,2010,,,,,,,,,,
"BG0047001, King County, WA",1203,81609,484513,32.1911,811,25.335,81.2136,609,50.3484,18.8834,13.3005,6.446,1.2195,36.6379,633,2010,,,,,,,,,,
"BG0047002, King County, WA",1394,53683,377652,49.1012,833,16.8133,73.3859,758,68.6357,29.4195,24.1424,6.4698,1.1252,11.5942,631,2010,,,,,,,,,,
"BG0047003, King County, WA",2203,59774,283468,42.5101,837,25.4624,85.4743,1531,73.6582,2.7433,86.8713,6.4266,1.2006,0,631,2010,,,,,,,,,,
"BG0047004, King County, WA",1939,53849,264610,42.581,875,32.1254,82.5168,1799,83.3965,4.5581,80.7115,6.3685,1.213,0,631,2010,,,,,,,,,,
"BG0048001, King County, WA",1060,116190,582192,39.4052,1202,10.6686,85.4717,490,25.1064,2.6531,3.2653,9.5745,1.4894,35.906,630,2010,,,,,,,,,,
"BG0048002, King County, WA",1231,80208,463636,47.546,981,21.3759,84.2405,653,40.1294,5.3599,18.683,9.5469,1.6181,26.2222,629,2010,,,,,,,,,,
"BG0048003, King County, WA",1075,66369,464118,43.8202,871,21.4186,82.5116,604,46.6312,28.6424,14.2384,9.5745,1.5957,10.9453,629,2010,,,,,,,,,,
"BG0048004, King County, WA",1173,87370,465086,34.2045,1131,16.083,84.8252,526,37.9648,8.365,0,9.3934,1.5656,53.252,627,2010,,,,,,,,,,
"BG0049001, King County, WA",1216,60756,492593,54.8583,929,18.3631,82.977,637,75.2039,2.5118,48.9796,3.9152,0.9788,30.0752,627,2010,,,,,,,,,,
"BG0049002, King County, WA",1022,55971,380769,45.2852,859,35.6213,82.3875,694,83.5659,12.8242,66.4266,4.031,0.7752,14.433,625,2010,,,,,,,,,,
"BG0049003, King County, WA",1238,69916,378689,43.9604,900,23.3135,81.0178,817,68.8073,11.1383,61.5667,3.9319,0.9174,14.1304,625,2010,,,,,,,,,,
"BG0049004, King County, WA",1276,70935,512500,55.1437,988,34.9047,85.7367,751,70.8683,12.6498,42.4766,3.9216,0.8403,26.9504,622,2010,,,,,,,,,,
"BG0049005, King County, WA",1387,58772,543199,52.7656,991,28.4163,82.1197,828,69.1214,10.628,50.7247,3.876,0.7752,37.1951,622,2010,,,,,,,,,,
"BG0050001, King County, WA",1358,68952,503125,51.1026,857,25.6959,82.327,703,62.7596,9.5306,46.515,5.1929,1.6321,30.2632,622,2010,,,,,,,,,,
"BG0050002, King County, WA",963,95896,668199,53.9419,1067,10.104,82.4507,514,54.6371,13.035,44.7471,5.2419,1.6129,56.4972,621,2010,,,,,,,,,,
"BG0050003, King County, WA",1279,55506,425641,50.7119,963,29.4377,78.7334,801,87.6316,5.1186,66.7915,5.2632,1.3158,10.119,620,2010,,,,,,,,,,
"BG0051001, King County, WA",1298,83077,602000,45.5852,921,15.6744,81.1248,667,47.2669,9.4453,24.4378,11.7363,6.2701,24.4541,619,2010,,,,,,,,,,
"BG0051002, King County, WA",1243,86250,625000,43.2578,919,18.2181,86.8061,525,39.9602,13.7143,12.9523,11.5308,6.3618,50.2164,619,2010,,,,,,,,,,
"BG0051003, King County, WA",1121,88105,669903,43.6364,1034,19.943,81.9804,523,50.303,16.2524,12.2371,11.9192,6.4647,49.4506,618,2010,,,,,,,,,,
"BG0052001, King County, WA",1088,31818,0,21.3974,912,40.2116,44.9449,515,100,5.6311,89.5146,3.9387,2.1882,23.3333,615,2010,,,,,,,,,,
"BG0052002, King County, WA",1214,24950,221250,39.6226,906,36.5119,46.1285,653,93.9044,1.3783,89.1271,3.9539,1.9769,0,613,2010,,,,,,,,,,
"BG0052003, King County, WA",971,66570,553309,51.6734,1044,8.6294,79.4027,508,60.3004,22.6378,26.9685,3.8627,1.9313,37.7551,611,2010,,,,,,,,,,
"BG0052004, King County, WA",1415,82021,597917,20.7753,1275,27.824,80.7067,617,50.2564,2.107,13.6142,3.7607,2.2222,76.494,611,2010,,,,,,,,,,
"BG0052005, King County, WA",1388,17253,336957,40.6581,590,20.9574,50.7205,866,62.6156,0,87.6443,3.963,2.1136,0,609,2010,,,,,,,,,,
"BG0053011, King County, WA",3246,27500,0,33.8028,1141,19.5308,75.1694,447,100,3.132,77.6286,2.5701,3.5047,0,607,2010,,,,,,,,,,
"BG0053012, King County, WA",1692,23531,193056,60.0865,707,31.5849,53.4279,1107,95.3713,0.271,92.2313,2.7001,3.1823,0,606,2010,,,,,,,,,,
"BG0053013, King County, WA",1234,20619,0,36.2098,712,41.716,52.8363,852,100,9.3897,86.5024,2.4548,3.3592,0,605,2010,,,,,,,,,,
"BG0053014, King County, WA",913,18295,0,35.9529,688,37.4207,34.8302,655,100,0,97.252,2.3932,3.4188,0,601,2010,,,,,,,,,,
"BG0053021, King County, WA",1770,9454,112500,47.3282,834,48.8117,51.1299,195,94.4134,0,100,0,0,0,600,2010,,,,,,,,,,
"BG0053022, King County, WA",1165,202705,1000000,74.7573,0,18.3288,47.4678,18,0,0,0,0,0,0,599,2010,,,,,,,,,,
"BG0053023, King County, WA",2771,87500,95000,0,1125,10.1124,58.5348,3,50,0,99.9999,50,0,0,599,2010,,,,,,,,,,
"BG0054001, King County, WA",1120,107188,514563,51.8797,919,23.0871,84.375,517,41.7671,8.3172,9.8645,6.0241,1.004,38.4906,598,2010,,,,,,,,,,
"BG0054002, King County, WA",1316,79561,426887,31.405,1038,10.4888,82.9027,841,61.2694,9.3936,54.578,6.0881,0.9067,11.8577,598,2010,,,,,,,,,,
"BG0054003, King County, WA",1279,71167,405769,52.7505,1133,14.9947,77.7952,703,67.1827,5.4054,47.3685,6.0372,0.774,10.3175,597,2010,,,,,,,,,,
"BG0054004, King County, WA",1233,64024,449333,45.6922,992,40.0219,77.94,758,59.9432,8.1794,53.0343,6.108,0.7102,18.5841,595,2010,,,,,,,,,,
"BG0056001, King County, WA",1248,154167,662500,42.1215,1750,10.2761,89.4231,562,6.0264,0,0,9.4162,7.1563,35.9673,593,2010,,,,,,,,,,
"BG0056002, King County, WA",1277,153659,989198,40,1594,5.0157,90.1331,542,20.1961,0,0,9.4118,7.0588,43.4659,592,2010,,,,,,,,,,
"BG0056003, King County, WA",1289,133824,879630,43.1557,1910,7.7844,90.768,548,13.0435,0,0,9.4862,7.1146,48.2143,592,2010,,,,,,,,,,
"BG0056004, King County, WA",1205,163095,857609,44.8161,2000,7.9734,87.1369,525,11.1789,0,0,9.5529,7.1138,25.2078,591,2010,,,,,,,,,,
"BG0056005, King County, WA",1363,136563,726351,36.5979,1594,6.7365,86.7938,589,4.6679,0,0,9.3357,7.1813,34.3243,589,2010,,,,,,,,,,
"BG0057001, King County, WA",483,113462,1000000,23.1405,1014,20.5426,83.4369,214,26.3158,0,0,8.4211,3.6842,34.2593,586,2010,,,,,,,,,,
"BG0057002, King County, WA",1163,114063,621189,36.9441,754,8.5246,86.2425,490,20.9746,0,13.0613,8.4746,3.3898,29.078,586,2010,,,,,,,,,,
"BG0057003, King County, WA",909,83571,611000,42.9421,654,3.6325,85.3685,422,26.25,0,17.0616,8.5,3.5,56.8889,585,2010,,,,,,,,,,
"BG0057004, King County, WA",1184,83929,480579,38.6152,805,18.138,78.4628,504,31.3152,0,17.2618,8.3507,3.5491,36.1502,585,2010,,,,,,,,,,
"BG0057005, King County, WA",1017,104839,478358,48.7864,1063,17.9262,83.7758,571,17.9688,0,11.5587,8.3984,3.5156,39.6947,585,2010,,,,,,,,,,
"BG0057006, King County, WA",1245,73438,470504,41.4525,769,22.1607,80.9639,702,36.6154,0,37.1796,8.3077,3.5385,40.708,584,2010,,,,,,,,,,
"BG0058011, King County, WA",1133,59774,378846,45.9906,961,19.6547,77.2286,578,59.1418,10.5536,16.09,8.7687,1.4925,49.2,581,2010,,,,,,,,,,
"BG0058012, King County, WA",1380,59716,418182,39.7321,1039,18.8223,82.1739,890,65.8228,8.3146,74.3821,8.8608,1.519,23.1013,580,2010,,,,,,,,,,
"BG0058013, King County, WA",1161,77590,398438,42.0021,920,18.1472,79.5004,683,31.26,2.6354,54.4656,8.7719,1.4354,12.6582,577,2010,,,,,,,,,,
"BG0058014, King County, WA",1069,57646,497436,29.4887,816,16.0167,79.2329,617,80.9524,2.4311,60.778,8.8183,1.4109,40.8163,576,2010,,,,,,,,,,
"BG0058021, King County, WA",1491,73485,566520,49.7076,923,15.6923,77.7331,775,48.615,10.5806,28.7742,2.7701,1.2465,26.7196,575,2010,,,,,,,,,,
"BG0058022, King County, WA",1522,65179,402667,34.4069,909,28.9248,79.6978,1029,59.445,16.5209,59.0865,2.7748,1.174,14.8472,574,2010,,,,,,,,,,
"BG0058023, King County, WA",2046,73878,478947,34.323,823,17.5489,71.7009,913,57.2104,9.7481,56.4075,2.8369,1.3002,27.9605,574,2010,,,,,,,,,,
"BG0059001, King County, WA",1645,58224,353448,29.272,863,13.7168,79.5745,800,64.8098,11.125,57.375,8.4239,2.7174,8.9844,573,2010,,,,,,,,,,
"BG0059002, King County, WA",1331,123881,656805,33.6182,1085,15.2416,86.4012,566,27.881,1.2368,9.5407,8.5502,2.974,37.5358,573,2010,,,,,,,,,,
"BG0059003, King County, WA",1271,73929,568750,60.4255,1138,15.711,81.5893,193,58.1818,24.3523,0,8.4849,3.0303,24.6154,571,2010,,,,,,,,,,
"BG0059004, King County, WA",1433,102690,683594,24.0553,959,22.7064,87.4389,680,27.4268,8.8235,10.1471,8.6287,2.7735,40.1734,571,2010,,,,,,,,,,
"BG0059005, King County, WA",1156,109221,593137,41.1494,1189,8.9706,83.8235,495,35.3066,11.5152,6.8687,8.6681,2.9598,44.5545,569,2010,,,,,,,,,,
"BG0060001, King County, WA",1416,79306,588235,32.7447,1162,24.9747,81.6384,1037,64.1758,12.3433,77.0492,6.5934,0,3.5326,567,2010,,,,,,,,,,
"BG0060002, King County, WA",1327,96717,627646,50.2964,997,11.6456,85.682,545,24.2248,2.2018,11.5596,6.783,0,50.3497,567,2010,,,,,,,,,,
"BG0060003, King County, WA",1222,106076,639249,50.6452,934,19.2416,86.8249,532,24.9513,4.3233,14.4737,6.6277,0,56.6102,567,2010,,,,,,,,,,
"BG0060004, King County, WA",1185,55100,549757,47.7051,960,6.5839,81.097,620,70.8995,8.3871,57.4193,6.5256,0,23.3696,565,2010,,,,,,,,,,
"BG0061001, King County, WA",1214,108250,646875,52.2749,1069,20.5098,86.0791,683,44.374,12.8843,37.3353,2.6941,0.7924,18.1518,564,2010,,,,,,,,,,
"BG0061002, King County, WA",1099,95759,729430,44.3723,964,12.7877,80.3458,602,36.5108,2.8239,36.0465,2.6978,0.7194,21.1896,564,2010,,,,,,,,,,
"BG0061003, King County, WA",1324,69857,441121,51.9726,988,29.6223,81.8731,1000,67.1574,3.2,67.9,2.8313,0.7928,0,563,2010,,,,,,,,,,
"BG0061004, King County, WA",1159,56963,784091,37.0492,904,17.1946,85.0733,808,73.9917,20.6683,49.3812,2.7816,0.6954,0,562,2010,,,,,,,,,,
"BG0062001, King County, WA",1366,142969,694375,36.475,1635,15.7509,80.6735,593,6.8469,0,0.5059,15.4955,2.3423,46.384,562,2010,,,,,,,,,,
"BG0062002, King County, WA",1475,126250,706281,41.0805,2000,20.36,85.5593,583,12.3656,0,1.0292,15.4122,2.1505,34.8052,562,2010,,,,,,,,,,
"BG0062003, King County, WA",1007,177326,909091,33.046,1547,17.4629,85.3029,421,15.9705,0,11.639,15.7248,2.2113,37.5,559,2010,,,,,,,,,,
"BG0063001, King County, WA",1280,71721,496491,44.6348,1129,13.5569,87.9688,941,61.7788,6.0574,74.9204,14.7837,2.524,24.4344,558,2010,,,,,,,,,,
"BG0063002, King County, WA",1317,115079,909247,41.1111,1393,4.321,93.1663,750,32.5758,0,52.4,14.697,2.5758,53.3333,558,2010,,,,,,,,,,
"BG0063003, King County, WA",1078,137500,1000000,44.1103,1125,5.1081,88.2189,550,18.8641,1.6364,21.6364,14.6045,2.6369,45.2899,557,2010,,,,,,,,,,
"BG0063004, King County, WA",1287,119063,973485,44.5424,950,6.0359,89.9767,588,11.4603,0,2.7211,14.6026,2.5878,33.2215,557,2010,,,,,,,,,,
"BG0064001, King County, WA",1024,130106,715035,42.7657,927,16.4021,76.8555,456,14.8064,0,3.2895,12.7563,4.1002,39.1437,557,2010,,,,,,,,,,
"BG0064002, King County, WA",990,136875,1000000,24.8921,1197,14.6341,89.596,387,48.4765,5.4264,20.4135,12.7424,4.1551,55.0847,557,2010,,,,,,,,,,
"BG0064003, King County, WA",1193,140164,872664,29.4737,903,15.082,87.4267,465,20.045,4.086,7.7421,12.6126,4.2793,35.1438,556,2010,,,,,,,,,,
"BG0065001, King County, WA",1112,137500,856132,38.7324,750,6.7295,87.9496,535,18.8259,6.3551,11.5887,5.0607,1.2146,39.7059,556,2010,,,,,,,,,,
"BG0065002, King County, WA",1490,70216,426282,39.604,935,24.7181,82.4832,1067,59.5541,1.3121,72.3523,5.2017,1.1677,26.2911,555,2010,,,,,,,,,,
"BG0065003, King County, WA",1555,74640,426786,44.7785,963,20.2609,86.4309,918,65.3846,7.6253,62.2004,5.2448,1.3986,30.5882,555,2010,,,,,,,,,,
"BG0066001, King County, WA",1789,74607,568421,44.2231,984,13.9927,74.0078,1122,64.2105,6.5954,64.706,3.579,0,0.4184,553,2010,,,,,,,,,,
"BG0066002, King County, WA",1751,65509,490789,45.5713,863,26.1228,80.8681,1195,75.6609,7.4477,80.2511,3.464,0,8.4211,552,2010,,,,,,,,,,
"BG0067001, King County, WA",1879,66579,347196,44.1972,1260,18.7072,72.4321,1399,69.6163,10.6505,82.6304,2.9757,1.4096,28.7805,550,2010,,,,,,,,,,
"BG0067002, King County, WA",1737,65451,377222,47.3992,1074,21.8058,78.9292,1215,61.5036,5.0206,78.2717,2.808,1.4493,17.6692,550,2010,,,,,,,,,,
"BG0067003, King County, WA",1220,75728,444595,44.1534,1098,22.2222,83.0328,811,58.7601,7.3983,75.3391,2.965,1.4825,36.3636,549,2010,,,,,,,,,,
"BG0067004, King County, WA",1708,78125,721591,44.7917,934,28.6381,80.5035,946,51.7241,8.351,53.594,2.8736,1.3793,33.4385,548,2010,,,,,,,,,,
"BG0068001, King County, WA",1291,114625,698042,37.3225,1411,9.7035,85.7475,697,32.4059,7.0301,9.8996,6.383,3.6007,53.4527,548,2010,,,,,,,,,,
"BG0068002, King County, WA",1543,95089,819620,45.525,1095,21.5316,85.5476,780,52.6027,4.8718,32.3077,6.3014,3.4247,39.2617,548,2010,,,,,,,,,,
"BG0069001, King County, WA",1042,96479,661913,38.1766,1200,32.8025,86.7562,531,35.6855,6.7797,13.371,11.8952,0,57.764,548,2010,,,,,,,,,,
"BG0069002, King County, WA",1021,95787,717172,23.166,921,17.3291,90.4995,532,37.3016,2.8196,37.2181,11.7063,0,33.3333,543,2010,,,,,,,,,,
"BG0069003, King County, WA",854,102315,843750,47.8992,792,12.6786,88.5246,534,52.9289,0.1873,52.4344,11.7155,0,36.2903,543,2010,,,,,,,,,,
"BG0069004, King County, WA",1163,93820,389130,26.927,920,19.1724,78.8478,652,34.4482,14.7239,44.0184,11.8729,0,54.918,542,2010,,,,,,,,,,
"BG0070001, King County, WA",1083,79058,865854,36.6093,1131,34.4692,84.7645,729,53.3835,3.155,57.7503,0.4511,1.5038,26.1307,541,2010,,,,,,,,,,
"BG0070002, King County, WA",1142,53050,327083,42.4474,853,24.2317,81.6988,930,71.4948,3.2258,95.699,0.5794,1.6223,23.9796,541,2010,,,,,,,,,,
"BG0070003, King County, WA",1559,57113,430769,53.3118,893,29.5575,82.1039,1180,90.4584,3.1356,90.1695,0.6548,1.6838,17.8344,541,2010,,,,,,,,,,
"BG0070004, King County, WA",1088,56699,488889,47.0651,825,35.8134,81.9853,828,75,0,92.1497,0.5263,1.579,10.9244,540,2010,,,,,,,,,,
"BG0070005, King County, WA",1052,45175,312727,46.3784,845,40.5815,83.4601,897,84.0964,0,100,0.6024,1.5663,17.0213,539,2010,,,,,,,,,,
"BG0070006, King County, WA",1035,47940,242647,33.1906,828,32.747,80.1932,760,79.7395,0,83.0263,0.4342,1.5919,0,538,2010,,,,,,,,,,
"BG0071001, King County, WA",1049,46500,344186,37.2737,911,29.8077,73.0219,782,72.7145,8.1841,89.7698,5.2039,0,10.8844,538,2010,,,,,,,,,,
"BG0071002, King County, WA",2006,66353,279787,40.9653,955,24.4741,74.9751,1489,76.1794,8.5964,87.5083,5.1044,0,42.7562,538,2010,,,,,,,,,,
"BG0072001, King County, WA",2640,37105,358696,29.5996,751,28.5471,66.0606,2294,94.528,0,99.3026,0,0,0,538,2010,,,,,,,,,,
"BG0072002, King County, WA",1186,51232,341667,37.6609,950,21.787,61.3828,1024,92.3596,0,98.3398,0,0,0,536,2010,,,,,,,,,,
"BG0072003, King County, WA",1492,53599,345714,37.7534,966,21.3873,66.4209,1359,92.0809,0,98.3812,0,0,0,536,2010,,,,,,,,,,
"BG0073001, King County, WA",1685,35422,350000,25.7554,805,19.6026,62.0178,1165,98.9748,1.6309,97.2532,2.2367,0.932,0,532,2010,,,,,,,,,,
"BG0073002, King County, WA",1370,22035,362500,6.1909,561,32.9073,62.9927,1415,95.0111,0,93.6396,2.3282,0.8869,25.9494,531,2010,,,,,,,,,,
"BG0073003, King County, WA",1613,77072,473256,36.1898,1340,9.9585,70.8617,1260,94.2255,0,95.6348,2.3831,0.8249,7.2022,530,2010,,,,,,,,,,
"BG0074011, King County, WA",1081,61014,333173,46.789,920,23.269,79.741,822,63.4115,0,93.9173,1.1719,0.651,22.2222,530,2010,,,,,,,,,,
"BG0074012, King County, WA",917,46157,205000,43.0233,853,41.6887,76.2268,742,91.6545,1.0782,94.4744,1.0249,0.7321,0,530,2010,,,,,,,,,,
"BG0074013, King County, WA",981,67748,333333,46.9925,955,20.8955,76.9623,776,58.046,0,92.7835,1.1494,0.7184,23.5294,529,2010,,,,,,,,,,
"BG0074014, King County, WA",1136,45850,219355,48.6377,850,23.6674,76.5845,848,83.1021,0.4717,96.5802,1.1349,0.7566,0,529,2010,,,,,,,,,,
"BG0074021, King County, WA",1772,56754,306780,38.4666,880,15.7567,73.8149,1282,79.3729,3.1981,91.7317,1.1551,0.6601,0,528,2010,,,,,,,,,,
"BG0074022, King County, WA",1563,42977,280556,28.8206,666,20.1626,61.4843,1089,80,0,98.5307,1.2,0.7,29.0123,528,2010,,,,,,,,,,
"BG0074023, King County, WA",1586,32150,337987,48.4513,756,24.9231,69.8613,1295,84.1362,2.7027,96.2163,1.0797,0.7475,0,527,2010,,,,,,,,,,
"BG0075001, King County, WA",1136,56208,458462,38.9864,914,17.1975,79.1373,924,79.2941,2.1645,94.6969,0.3529,0.3529,28.5714,527,2010,,,,,,,,,,
"BG0075002, King County, WA",1295,43791,306154,35.1082,754,32.8984,75.7529,896,85.5792,8.3705,82.0312,0.3546,0.3546,13.0208,527,2010,,,,,,,,,,
"BG0075003, King County, WA",1590,54926,496429,45.5202,882,27.684,77.5472,1108,92.8641,20.1264,73.1046,0.4888,0.391,13.9073,527,2010,,,,,,,,,,
"BG0075004, King County, WA",1403,50000,411111,46.5833,826,31.9469,69.4939,986,83.7709,7.5051,92.4949,0.358,0.358,0,527,2010,,,,,,,,,,
"BG0075005, King County, WA",858,34610,350000,41.2921,727,40.1709,76.3403,594,91.5619,5.8923,82.66,0.3591,0.1795,18.3206,526,2010,,,,,,,,,,
"BG0076001, King County, WA",1137,62821,475610,40.9626,877,20.7547,78.0123,604,58.9041,5.7947,60.596,5.3082,1.3699,28.7879,524,2010,,,,,,,,,,
"BG0076002, King County, WA",1179,51155,455645,38.2105,854,20.7547,64.8855,695,65.2374,13.5252,50.9353,5.3599,1.5314,38.3886,524,2010,,,,,,,,,,
"BG0076003, King County, WA",1182,57332,391667,37.5378,889,19.3426,79.6108,695,68.5714,6.9065,72.8058,5.2632,1.5038,40.9639,524,2010,,,,,,,,,,
"BG0077001, King County, WA",1171,73881,451095,34.6939,1539,27.2853,59.778,575,13.2075,0,3.1304,3.2076,2.2642,28.5714,523,2010,,,,,,,,,,
"BG0077002, King County, WA",963,96745,443750,36.3392,1482,27.2436,68.2243,461,21.5103,0,10.6291,2.9748,2.2883,20.082,522,2010,,,,,,,,,,
"BG0077003, King County, WA",1004,60598,460494,22.8571,578,0,57.4701,461,39.3939,0,25.5966,3.2634,2.0979,47.7987,521,2010,,,,,,,,,,
"BG0077004, King County, WA",1338,51235,463636,34.2908,962,23.7113,68.9836,819,57.4074,9.8901,46.5201,3.0423,1.9841,12.5,519,2010,,,,,,,,,,
"BG0078001, King County, WA",1235,204485,1000000,19.6502,875,1.1869,83.7247,589,1.8587,0,4.9236,15.6134,3.9034,25.4854,519,2010,,,,,,,,,,
"BG0078002, King County, WA",1527,145833,670245,33.3637,2000,14.2317,73.7394,628,11.5966,1.7516,8.9172,15.7983,4.0336,31.8182,517,2010,,,,,,,,,,
"BG0078003, King County, WA",1152,88971,784226,43.9173,1077,10.9966,69.5312,508,36.5904,2.3622,29.1339,15.5925,3.7422,40.836,516,2010,,,,,,,,,,
"BG0078004, King County, WA",1231,121825,700758,42.3326,625,5.5733,75.2234,516,2.0492,0,0,15.5738,3.8934,49.1525,515,2010,,,,,,,,,,
"BG0079001, King County, WA",1025,73391,349315,24.8762,1168,27.3859,60.2927,537,47.2617,9.311,25.6983,5.2738,2.0284,36.1702,515,2010,,,,,,,,,,
"BG0079002, King County, WA",1116,52191,448000,37.8788,934,33.8776,46.6846,555,80.8795,15.1351,40.0001,5.1625,1.9121,19.6721,514,2010,,,,,,,,,,
"BG0079003, King County, WA",872,50000,393182,31.5864,915,15.3846,68.2339,462,82.9545,6.9264,79.4372,5.4546,1.8182,0,513,2010,,,,,,,,,,
"BG0079004, King County, WA",967,34588,239706,31.6327,695,35.8566,74.9741,730,84.4575,0,93.6986,5.132,1.9062,0,513,2010,,,,,,,,,,
"BG0079005, King County, WA",1167,59652,296500,51.2845,892,42.0159,69.5801,844,80.7947,5.2133,86.7298,5.1656,1.8543,29.5455,513,2010,,,,,,,,,,
"BG0080011, King County, WA",1471,62500,351802,43.8117,1111,15.3987,71.516,1312,72.9654,0,96.4177,1.3096,0.2806,0,513,2010,,,,,,,,,,
"BG0080012, King County, WA",830,68943,338235,43.295,1045,19.9346,67.1084,788,74.7353,0,98.0964,1.3616,0.3026,0,512,2010,,,,,,,,,,
"BG0080013, King County, WA",1054,85397,417290,43.5088,1415,10.608,67.5522,838,61.1765,0.716,98.4486,1.4379,0.3922,0,512,2010,,,,,,,,,,
"BG0080014, King County, WA",1432,83781,416803,43.5334,1413,10.596,63.9665,1022,61.2429,0.5871,98.6301,1.3559,0.452,0,511,2010,,,,,,,,,,
"BG0080015, King County, WA",801,87191,417532,43.5459,1415,10.5085,69.6629,629,61.2022,0.4769,99.0461,1.2751,0.5464,0,510,2010,,,,,,,,,,
"BG0080021, King County, WA",1758,22468,808824,35.5582,499,17.5455,67.8043,1260,81.1808,0.7937,97.8572,0,0,0,510,2010,,,,,,,,,,
"BG0080022, King County, WA",1255,56134,397541,51.001,1001,12.9702,70.8367,1064,84.0043,0,97.3684,0,0,13.4615,509,2010,,,,,,,,,,
